Bat ID,Bat Species,Date Captured,Site ID,Reproductive Condition,Age,Sex,Forearm Length,Wing Score,Mass (prior resp),Before Fat,Before Lean,Before Free Water,Before Total Water,After Fat,After Lean,After Free Water,After Total Water,Comments
MYVE246,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,43.7,1,15.6,4.54,10.26,0,5.98,,,,,Myve5
MYVE247,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.3,1,15.3,3.29,10.64,0,-2.45,,,,,Myve6
MYVE248,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,46.2,0,14.8,2.59,11.05,0.46,8.36,,,,,Myve7
MYVE249,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,44.8,0,16.9,5.49,10.54,0.17,8.74,,,,,Myve8
MYVE250,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.5,1,12.7,2.03,9.1,0,2.42,,,,,Myve9
MYVE251,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,46.8,1,15.2,3.41,10.54,1.84,6.23,,,,,Myve10
MYVE252,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45.8,0,15.6,4.17,10.04,0.28,6.16,,,,,Myve11
MYVE253,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,46.1,1,13.2,1.87,10.23,1.39,6.96,,,,,Myve12
MYVE254,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,46.5,0,15.7,3.39,10.6,0,4.58,,,,,Myve13
MYVE255,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,43.7,0,13.5,2.63,10.11,0.51,7.81,,,,,Myve14
MYVE256,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.3,0,13.3,2.59,9.87,2.1,5.9,,,,,Myve15
MYVE257,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45.2,0,13.4,2.85,9.71,0,-0.71,,,,,Myve16*
MYVE258,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,46.4,0,13.5,2.92,9.63,0.21,5.89,,,,,Myve17
MYVE259,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,46.3,0,14,2.66,10.5,0,5.23,,,,,Myve18
MYVE260,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,46.3,0,12.5,1.87,9.41,0.48,6.75,,,,,Myve19
MYVE261,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.1,3,13.4,1.88,10.55,0,7,,,,,Myve20
MYVE262,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,43.8,0,17.4,6.33,10.16,0,8.31,,,,,Myve21
MYVE263,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,46,0,12.9,1.64,10.45,0.07,7.19,,,,,Myve23
MYVE264,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,44.9,1,13.1,2.7,9.46,0,7.64,,,,,Myve24
MYVE265,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,45.4,3,10.3,0.92,8.01,0.97,2.54,,,,,Myve25
MYVE266,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45.9,0,15.1,3.34,10.52,0.3,8.67,,,,,Myve26
MYVE267,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45.9,0,14.9,2.72,11.18,1.37,7.98,,,,,Myve27
MYVE268,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.4,0,12.9,1.86,10.18,1.2,5.82,,,,,Myve29
MYVE269,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,44.1,0,12.6,1.81,9.92,0,7.33,,,,,Myve30
MYVE270,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45.4,0,15.8,5.35,9.54,0.79,7.6,,,,,Myve31
MYVE271,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,45.2,1,17.9,5.82,11.46,0.16,8.35,,,,,Myve32
MYVE272,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.8,0,14.8,3.47,10.76,0,7.66,,,,,Myve33
MYVE273,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.2,0,14.1,2.5,10.87,0.69,1.3,,,,,Myve34
MYVE274,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,44.1,0,13.5,3.03,9.29,0.8,7.48,,,,,Myve35
MYVE275,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45,1,13.6,2.92,9.89,0,8.15,,,,,Myve36
MYVE276,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.5,0,14.5,2.24,10.69,0,6.5,,,,,Myve37
MYVE277,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,45.3,0,13.4,2.55,9.87,0.18,7.62,,,,,Myve38
MYVE278,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.1,0,14.5,2.7,10.84,0.09,9.25,,,,,Myve39
MYVE279,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.9,0,13.6,2.74,9.98,0,7.68,,,,,Myve41
MYVE280,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.9,1,17,4.11,11.4,0.19,9.07,,,,,Myve42
MYVE281,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44,1,14.8,2.69,11.05,0,8.84,,,,,Myve43
MYVE282,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,45.1,0,14,3.16,9.89,0,7.53,,,,,Myve44
MYVE283,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,45.6,0,14.7,3.09,10.74,0,8.48,,,,,Myve45
MYVE284,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45,0,13.2,2.02,10.41,0.11,8.33,,,,,Myve46
MYVE285,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,44,0,17.4,6.19,10.46,0.04,8.44,,,,,Myve47
MYVE286,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,46,0,17.6,6.52,10.1,0,6.44,,,,,Myve48
MYVE287,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.1,0,13.5,2.79,9.9,0,7.98,,,,,Myve49
MYVE288,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,45,0,18.2,6.27,11.14,0.2,9.34,,,,,Myve50
MYVE289,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,48,1,19.5,6.72,11.75,0,8.6,,,,,Myve51
MYVE290,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.8,0,15.4,2.71,11.75,0,8.8,,,,,Myve52
MYVE291,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.8,0,15.2,4.1,10.21,0.41,8.35,,,,,Myve53
MYVE292,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45.2,0,13.6,2.72,10.08,0,7.69,,,,,Myve54
MYVE293,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45.8,1,16.4,3.27,12.08,0,9.51,,,,,Myve55
MYVE294,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,46.8,0,17.6,3.81,12.28,0,9.2,,,,,Myve56
MYVE295,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.3,0,13.6,2.77,9.7,0.03,8.16,,,,,Myve57
MYVE296,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.6,2,13.2,2.01,10.26,0.14,8.81,,,,,Myve58
MYVE297,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,46.1,0,15.6,3.24,11.13,0,9.17,,,,,Myve59
MYVE298,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.2,1,15.5,3.16,11.27,0,9.24,,,,,Myve60
MYVE299,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45,1,15.9,3.64,11.28,0.14,9.43,,,,,Myve61
MYVE300,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,43.9,1,14.9,2.9,10.82,0,9.03,,,,,Myve62
MYVE301,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,43,1,13.9,2.51,10.21,0,8.44,,,,,Myve63
MYVE302,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,43.5,0,18.1,6.71,10.44,0.13,8.33,,,,,Myve64
MYVE303,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45.2,0,13.7,2.73,9.92,0.11,7.45,,,,,Myve65
MYVE304,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,46.3,0,16,2.93,11.6,0,9.8,,,,,Myve66
MYVE305,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45.9,0,15.2,2.68,11.45,0.02,8.98,,,,,Myve67
MYVE306,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45.7,2,14.1,3.22,9.73,0,8.12,,,,,Myve68
MYVE307,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44,0,14.6,2.71,10.69,0.09,9.17,,,,,Myve69
MYVE308,Myotis velifer,5/10/2016,SLL,Non-reproducing,Adult,Female,45.3,0,13.4,2.69,9.48,0,6.27,,,,,Myve70
MYVE309,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,44.6,0,14.4,1.86,10.94,0.01,8.98,,,,,Myve71
MYVE310,Myotis velifer,5/10/2016,SLL,Scrotal,Adult,Male,45.6,1,15.3,3.34,10.62,0,9.05,,,,,Myve72
MYVE311,Myotis velifer,6/10/2016,SLL,Scrotal,Adult,Male,44.6,0,14.6,4.11,10.03,0.04,7.58,,,,,Myve1
MYVE312,Myotis velifer,6/10/2016,SLL,Non-reproducing,Adult,Female,45.3,0,17.1,5.32,10.89,0.09,9.32,,,,,Myve2
MYVE313,Myotis velifer,6/10/2016,SLL,Non-reproducing,Adult,Male,46.1,0,16.4,4.96,10.54,0.35,8.68,,,,,Myve3
MYVE314,Myotis velifer,6/10/2016,SLL,Non-reproducing,Adult,Female,48.3,0,17.3,5.74,10.76,0,8.19,,,,,Myve4
MYVE315,Myotis velifer,6/10/2016,SLL,Scrotal,Adult,Male,44.6,0,12.9,1.63,10.43,0,5.98,,,,,Myve5
MYVE316,Myotis velifer,6/10/2016,SLL,Non-reproducing,Adult,Female,47,0,15.6,2.7,10.33,0,10.28,,,,,Myve6
MYVE317,Myotis velifer,6/10/2016,SLL,Scrotal,Adult,Male,42.8,1,12.2,1.36,9.98,0,8.27,,,,,Myve7
MYVE318,Myotis velifer,6/10/2016,SLL,Non-reproducing,Adult,Female,46.4,0,14.8,3.64,10.36,0,8.46,,,,,Myve8
MYVE319,Myotis velifer,6/10/2016,SLL,Non-reproducing,Adult,Female,43.5,0,18.2,7.12,10.14,0,8.21,,,,,Myve9
MYVE320,Myotis velifer,6/10/2016,SLL,Scrotal,Adult,Male,48,0,14.2,2.75,10.51,0.53,8.77,,,,,Myve10
MYVE321,Myotis velifer,6/10/2016,SLL,Scrotal,Adult,Male,47,0,14.2,2.31,10.9,0.51,9.05,,,,,Myve11
MYVE322,Myotis velifer,6/10/2016,SLL,Scrotal,Adult,Male,46.4,2,16,3.36,11.59,0,5.11,,,,,Myve13
MYVE323,Myotis velifer,6/10/2016,SLL,Scrotal,Adult,Male,46.1,0,14.5,3.16,10.59,0.16,8.55,,,,,Myve14
MYVE324,Myotis velifer,6/10/2016,SLL,Non-reproducing,Adult,Female,44.5,0,17.2,6.43,9.87,0.31,8.15,,,,,Myve15
MYVE325,Myotis velifer,6/10/2016,SLL,Scrotal,Adult,Male,45.2,1,13.9,2.73,10.1,0,8.49,,,,,Myve16
MYVE326,Myotis velifer,6/10/2016,SLL,Non-reproducing,Adult,Female,44.3,0,17.1,5.94,10.23,0.31,9,,,,,Myve17
MYVE327,Myotis velifer,6/10/2016,SLL,Scrotal,Adult,Male,41.8,1,12.4,1.53,10.03,0.05,7.95,,,,,Myve18
MYVE328,Myotis velifer,6/10/2016,SLL,Scrotal,Adult,Male,46.2,1,15.8,4.53,10.38,0,8.8,,,,,Myve19
MYVE349,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,45.1,0,14.3,3.18,10.02,0.02,8.37,,,,,Myve13
MYVE350,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,47.4,1,14.1,3.27,9.87,0,7.93,,,,,Myve14
MYVE351,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,43.5,0,12.4,2.74,8.77,0,7.21,,,,,Myve15
MYVE352,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Male,45.2,0,15.8,4.61,10.38,0,6.44,,,,,Myve16
MYVE353,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45.2,0,12.1,1.76,9.5,0,6.32,,,,,Myve17
MYVE354,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.8,1,13.9,3.47,9.55,0.27,7.91,,,,,Myve18
MYVE355,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,43,0,12.6,2.26,9.33,0.05,7.58,,,,,Myve19
MYVE356,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.5,1,15.5,4.4,10.31,0.2,3.89,,,,,Myve20
MYVE357,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,45.1,1,14.7,4.09,9.66,0.09,8.38,,,,,Myve21
MYVE358,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.6,0,13.1,2.18,10.1,0.14,8.48,,,,,Myve22
MYVE359,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44,1,13.7,2.81,9.82,0,8.33,,,,,Myve23
MYVE360,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,43.8,0,13,2.18,9.9,0,8.25,,,,,Myve24
MYVE361,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.4,0,11.7,1.31,9.45,0.8,3.34,,,,,Myve25
MYVE362,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,43.5,1,12.1,2.02,9.27,0.33,2.06,,,,,Myve26
MYVE363,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.5,0,13.7,2.34,10.4,0,7.87,,,,,Myve27
MYVE364,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,43.9,1,12.5,2.22,9.48,0.68,5.53,,,,,Myve28
MYVE365,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,45.3,0,15.1,4.47,9.7,0.23,7.05,,,,,Myve29
MYVE366,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,46.4,0,12.5,1.25,10.32,0.14,6.02,,,,,Myve30
MYVE367,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45.1,1,12.6,1.79,9.8,0.33,8.31,,,,,Myve31
MYVE368,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.5,1,12.5,1.27,10.07,0.74,6.68,,,,,Myve32
MYVE369,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.4,1,11.4,0.61,9.94,0.18,6.94,,,,,Myve33
MYVE370,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,43.1,1,15,3.02,10.99,0,0.93,,,,,Myve34
MYVE371,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45.1,1,15.4,3.68,10.72,0,9.22,,,,,Myve35
MYVE372,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,43.4,0,12.1,2.08,9.1,0.32,7.4,,,,,Myve36
MYVE373,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.4,0,12.7,1.79,9.94,0.05,8.22,,,,,Myve37
MYVE374,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45.2,1,13.6,1.88,10.54,0,8.15,,,,,Myve38
MYVE375,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.4,1,11.2,1.09,9.02,0.1,7.01,,,,,Myve39
MYVE376,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.2,1,12.1,1.55,9.53,0.89,6.33,,,,,Myve40
MYVE377,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.4,1,13,1.97,10.16,0.15,7.01,,,,,Myve41
MYVE378,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45.7,0,10.8,0.74,9.45,0,3.28,,,,,Myve42
MYVE379,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,45.2,1,14.4,3.54,9.75,0.03,8.45,,,,,Myve43
MYVE380,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,46.4,1,14.9,3.93,9.9,0,7.87,,,,,Myve44
MYVE381,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.6,1,14.4,3.69,9.79,0.07,6.75,,,,,Myve45
MYVE382,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,46.2,1,15.5,4.94,9.58,0,7.63,,,,,Myve46
MYVE383,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,46,1,14.9,3.01,10.79,0.14,8.46,,,,,Myve47
MYVE384,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,46,1,13.1,2.25,9.94,0,7.12,,,,,Myve48
MYVE385,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,43.2,0,13.9,3.21,9.71,0,7.91,,,,,Myve49
MYVE386,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.5,1,13.3,2.47,9.61,0.15,7.7,,,,,Myve50
MYVE387,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,46,1,16.5,5.05,10.37,0,8.43,,,,,Myve51
MYVE388,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,48.8,0,14.1,2.64,10.49,0.15,8.89,,,,,Myve52
MYVE389,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.2,1,13.6,2.46,10.14,2.15,5.21,,,,,Myve53
MYVE390,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.3,1,11.6,1.2,9.33,0.58,3.1,,,,,Myve54
MYVE391,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,42.2,1,13.6,2.87,9.7,0.52,4.34,,,,,Myve55
MYVE392,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,43.2,0,13.1,1.98,10.05,0.72,6.58,,,,,Myve56
MYVE393,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45,1,12.3,1.55,9.49,0.03,8.41,,,,,Myve57
MYVE394,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,46.6,1,14.2,3.26,9.81,0.7,6.98,,,,,Myve58
MYVE395,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,46.1,1,14.4,4.09,9.37,0,7.85,,,,,Myve59
MYVE396,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.9,1,11.1,0.71,9.56,0.01,6.5,,,,,Myve60
MYVE397,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45.2,0,16.7,3.66,12.03,0,10.05,,,,,Myve61
MYVE398,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,45.5,1,18.1,6.63,10.66,0.17,8.69,,,,,Myve62
MYVE399,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.1,2,13.9,1.88,10.91,0.03,8.98,,,,,Myve63
MYVE400,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,44.6,0,16.7,4.86,10.9,0.14,8.54,,,,,Myve64
MYVE401,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,43.8,0,12.9,1.31,10.53,0.08,8.92,,,,,Myve65
MYVE402,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,46,1,14.8,2.27,11.5,0,9.19,,,,,Myve66
MYVE403,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45.2,1,15.4,3.38,11.08,0,9.53,,,,,Myve67
MYVE404,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.2,0,13.2,2.09,10.31,0.08,8.83,,,,,Myve68
MYVE405,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,46.7,1,13.8,2.13,10.77,0.98,6.28,,,,,Myve69
MYVE406,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45.6,1,17,3.83,11.98,0.11,5.87,,,,,Myve70
MYVE407,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45.7,1,14.3,2.4,10.91,0.04,8.01,,,,,Myve71
MYVE408,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.4,1,14.8,3.6,10.47,0.01,8.65,,,,,Myve74
MYVE409,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45,1,13.5,2.41,10.19,0,8.45,,,,,Myve75
MYVE410,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,43.9,1,15.4,4.18,10.45,0.84,7.07,,,,,Myve76
MYVE411,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,46,1,15.5,3.51,11.03,0.11,9.02,,,,,Myve77
MYVE412,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,46.5,1,14.2,2.53,10.43,0,7.7,,,,,Myve78
MYVE413,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45.4,1,12.6,2.25,8.39,0.01,7.85,,,,,Myve79
MYVE414,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,42.1,1,14.8,2.73,10.87,0.08,9.91,,,,,Myve80
MYVE415,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,42.7,1,14.6,3.14,10.54,0,1.04,,,,,Myve82
MYVE416,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45.3,1,13.2,2.17,9.99,0.06,8.21,,,,,Myve81
MYVE417,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45.6,1,17.2,5.86,10.43,0,7.72,,,,,Myve83
MYVE418,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,46.1,1,14.7,2.93,10.67,0,8.59,,,,,Myve84
PESU136,Perimyotis subflavus,4/10/2016,SLL,Scrotal,Adult,Male,34.2,2,5.6,2.11,2.59,0.26,2.09,,,,,Pesu12
PESU137,Perimyotis subflavus,5/10/2016,SLL,Scrotal,Adult,Male,34.2,3,6.1,1.53,3.92,0,3.28,,,,,Pesu22
PESU138,Perimyotis subflavus,5/10/2016,SLL,Scrotal,Adult,Male,33.7,0,6.3,1.84,4.28,0.22,3.61,,,,,Pesu28
PESU139,Perimyotis subflavus,5/10/2016,SLL,Scrotal,Adult,Male,33.8,0,6.7,1.71,4.67,0,3.68,,,,,Pesu40
PESU140,Perimyotis subflavus,6/10/2016,SLL,Non-reproducing,Adult,Female,37.1,2,8.6,3.51,4.71,0.01,3.59,,,,,Pesu12
PESU141,Perimyotis subflavus,6/10/2016,SLL,Scrotal,Adult,Male,34.6,1,8.5,3.82,4.46,0.06,3.6,,,,,Pesu25
MYVE329,Myotis velifer,6/10/2016,SLL,Non-reproducing,Adult,Female,46.1,0,12.5,1.59,10.06,0.11,8.38,,,,,Myve20
MYVE330,Myotis velifer,6/10/2016,SLL,Scrotal,Adult,Male,44.6,1,12,1.76,9.39,0,7.52,,,,,Myve21
MYVE331,Myotis velifer,6/10/2016,SLL,Scrotal,Adult,Male,48.2,0,16.4,3.24,12.03,0.11,9.69,,,,,Myve22
MYVE332,Myotis velifer,6/10/2016,SLL,Scrotal,Adult,Male,46,2,14.1,3.26,9.81,0.18,7.79,,,,,Myve23
MYVE333,Myotis velifer,6/10/2016,SLL,Scrotal,Adult,Male,44.7,0,14.2,3.46,10.04,0.05,6.98,,,,,Myve24
MYVE334,Myotis velifer,6/10/2016,SLL,Non-reproducing,Adult,Female,43.5,0,12.6,2.88,8.93,0,7.41,,,,,Myve26
MYVE335,Myotis velifer,6/10/2016,SLL,Non-reproducing,Adult,Female,44.5,1,16.1,4.94,10.46,0,8.36,,,,,Myve27
MYVE336,Myotis velifer,6/10/2016,SLL,Non-reproducing,Adult,Female,45.4,0,15.6,4.99,9.81,0,8.06,,,,,Myve28
MYVE337,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.1,1,11.9,1.38,9.43,0,5.76,,,,,Myve1
MYVE338,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,42.9,2,11.6,1.69,8.77,0.49,1.89,,,,,Myve2
MYVE339,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,47,0,15.8,4.19,10.16,0,1.25,,,,,Myve3
MYVE340,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,45.8,1,11.9,1.45,9.23,0.29,2.18,,,,,Myve4
MYVE341,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,45.1,0,15.1,4.59,9.43,4.5,2.03,,,,,Myve5
MYVE342,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.9,0,12.9,2.3,9.43,1.33,4.73,,,,,Myve6
MYVE343,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,45.5,2,14.2,2.93,10.17,0,8.51,,,,,Myve7
MYVE344,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.9,0,12.1,2.42,8.82,0.72,2.07,,,,,Myve8
MYVE345,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,43.6,0,12.2,2.04,9.26,0,7.62,,,,,Myve9
MYVE346,Myotis velifer,7/10/2016,SLL,Non-reproducing,Adult,Female,45.9,0,12,5.54,10.51,0.01,8.8,,,,,Myve10
MYVE347,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,45.2,0,13.8,2.21,10.38,0,8.79,,,,,Myve11
MYVE348,Myotis velifer,7/10/2016,SLL,Scrotal,Adult,Male,44.8,1,12.8,1.63,10.15,0,5.58,,,,,Myve12
